,name,mana_cost,cmc,oracle_text,prices,set,rarity
172,Nature Demands an Offering,_,0.0,When you set this scheme in motion  target opponent chooses a creature you don't control and puts it on top of its owner's library  then repeats this process for an artifact  an enchantment  and a land. Then the owner of each permanent chosen this way shuffles.,1.35,oarc,0
173,The Harvester,_,0.0,{T}: Draw a card  then discard a card.,0.18,thp1,0
174,Ghoul's Feast,{1}{B},2.0,Target creature gets +X/+0 until end of turn  where X is the number of creature cards in your graveyard.,0.1,ddj,1
175,Ghitu War Cry,{2}{R},3.0,{R}: Target creature gets +1/+0 until end of turn.,0.18,ulg,1
176,Containment Breach,{2}{G},3.0,"Destroy target artifact or enchantment. If its mana value is 2 or less  create a 1/1 black and green Pest creature token with ""When this creature dies  you gain 1 life.""",0.07,stx,1
177,Cryptolith Rite,{1}{G},2.0,"Creatures you control have ""{T}: Add one mana of any color.""",9.87,soi,2
178,Illuminated Folio,{5},5.0,{1}  {T}  Reveal two cards from your hand that share a color: Draw a card.,0.19,shm,1
179,Showstopper,{1}{B}{R},3.0,"Until end of turn  creatures you control gain ""When this creature dies  it deals 2 damage to target creature an opponent controls.""",0.11,dgm,1
180,Reckoner's Bargain,{1}{B},2.0,As an additional cost to cast this spell  sacrifice an artifact or creature. You gain life equal to the sacrificed permanent's mana value. Draw two cards.,0.33,neo,0
181,Titans' Nest,{1}{B}{G}{U},4.0,At the beginning of your upkeep  surveil 1. (Look at the top card of your library. You may put that card into your graveyard.) Exile a card from your graveyard: Add {C}. Spend this mana only to cast a spell that's one or more colors without {X} in its mana cost.,0.16,iko,2
182,Deadly Rollick,{3}{B},4.0,If you control a commander  you may cast this spell without paying its mana cost. Exile target creature.,41.88,c20,2
183,Dragon Scales,{1}{W},2.0,Enchant creature Enchanted creature gets +1/+2 and has vigilance. When a creature with mana value 6 or greater enters the battlefield  you may return This Card from your graveyard to the battlefield attached to that creature.,0.15,scg,0
184,Yamabushi's Flame,{2}{R},3.0,This Card deals 3 damage to any target. If a creature dealt damage this way would die this turn  exile it instead.,0.1,chk,0
185,Surging Might,{2}{G},3.0,Enchant creature Enchanted creature gets +2/+2. Ripple 4 (When you cast this spell  you may reveal the top four cards of your library. You may cast spells with the same name as this spell from among those cards without paying their mana costs. Put the rest on the bottom of your library.),0.05,csp,0
186,Breath of Fire,{1}{R},2.0,This Card deals 2 damage to target creature.,0.08,gs1,0
187,The Book of Exalted Deeds,{W}{W}{W},3.0,"At the beginning of your end step  if you gained 3 or more life this turn  create a 3/3 white Angel creature token with flying. {W}{W}{W}  {T}  Exile This Card: Put an enlightened counter on target Angel. It gains ""You can't lose the game and your opponents can't win the game."" Activate only as a sorcery.",4.05,afr,3
188,Immolating Glare,{1}{W},2.0,Destroy target attacking creature.,0.11,ogw,1
189,Simic Growth Chamber,_,0.0,This Card enters the battlefield tapped. When This Card enters the battlefield  return a land you control to its owner's hand. {T}: Add {G}{U}.,0.21,2x2,1
190,Tumble Magnet,{3},3.0,This Card enters the battlefield with three charge counters on it. {T}  Remove a charge counter from This Card: Tap target artifact or creature.,0.02,2xm,0
191,Unexpected Results,{2}{G}{U},4.0,Shuffle your library  then reveal the top card. If it's a nonland card  you may cast it without paying its mana cost. If it's a land card  you may put it onto the battlefield and return This Card to its owner's hand.,0.22,gtc,2
192,Venser's Diffusion,{2}{U},3.0,Return target nonland permanent or suspended card to its owner's hand.,0.11,fut,0
193,Spidersilk Net,{0},0.0,Equipped creature gets +0/+2 and has reach. (It can block creatures with flying.) Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),0.13,dtk,0
194,Foundry of the Consuls,_,0.0,{T}: Add {C}. {5}  {T}  Sacrifice This Card: Create two 1/1 colorless Thopter artifact creature tokens with flying.,0.16,c18,1
195,Donate,{2}{U},3.0,Target player gains control of target permanent you control.,9.53,uds,2
196,Deglamer,{1}{G},2.0,Choose target artifact or enchantment. Its owner shuffles it into their library.,0.51,mor,0
197,Gridlock,{X}{U},1.0,Tap X target nonland permanents.,0.19,gtc,1
198,Deadly Visit,{3}{B}{B},5.0,Destroy target creature. Surveil 2. (Look at the top two cards of your library  then put any number of them into your graveyard and the rest on top of your library in any order.),0.03,grn,0
199,Fungal Infection,{B},1.0,Target creature gets -1/-1 until end of turn. Create a 1/1 green Saproling creature token.,0.05,dom,0
200,Ecologist's Terrarium,{2},2.0,When This Card enters the battlefield  you may search your library for a basic land card  reveal it  put it into your hand  then shuffle. {2}  {T}  Sacrifice This Card: Put a +1/+1 counter on target creature. Activate only as a sorcery.,0.01,neo,0
201,Bojuka Bog,_,0.0,This Card enters the battlefield tapped. When This Card enters the battlefield  exile target player's graveyard. {T}: Add {B}.,1.02,dmc,0
202,Nettlecyst,{3},3.0,Living weapon (When this Equipment enters the battlefield  create a 0/0 black Phyrexian Germ creature token  then attach this to it.) Equipped creature gets +1/+1 for each artifact and/or enchantment you control. Equip {2},1.81,mh2,2
203,Lay Waste,{3}{R},4.0,Destroy target land. Cycling {2} ({2}  Discard this card: Draw a card.),0.12,ons,0
204,Lotus Bloom,_,0.0,Suspend 3—{0} (Rather than cast this card from your hand  pay {0} and exile it with three time counters on it. At the beginning of your upkeep  remove a time counter. When the last is removed  cast it without paying its mana cost.) {T}  Sacrifice This Card: Add three mana of any one color.,2.02,tsr,2
205,Live Fast,{2}{B},3.0,You draw two cards  lose 2 life  and get {E}{E} (two energy counters).,0.09,kld,0
206,Spontaneous Flight,{2}{W},3.0,Target creature gets +2/+2 until end of turn. Put a flying counter on it.,0.01,iko,0
207,Ready to Rumble,{4}{R},5.0,Choose one — • This Card deals 5 damage to target creature or planeswalker. • Destroy target artifact.,0.01,snc,0
208,"Zariel, Archduke of Avernus",{2}{R}{R},4.0,"+1: Creatures you control get +1/+0 and gain haste until end of turn. 0: Create a 1/1 red Devil creature token with ""When this creature dies  it deals 1 damage to any target."" −6: You get an emblem with ""At the end of the first combat phase on your turn  untap target creature you control. After this phase  there is an additional combat phase.""",2.39,afr,3
209,Blessed Defiance,{W},1.0,Target creature you control gets +2/+0 and gains lifelink until end of turn. When that creature dies this turn  create a 1/1 white Spirit creature token with flying.,0.01,mid,0
210,Traitor's Roar,{4}{B/R},5.0,Tap target untapped creature. It deals damage equal to its power to its controller. Conspire (As you cast this spell  you may tap two untapped creatures you control that share a color with it. When you do  copy it and you may choose a new target for the copy.),0.11,shm,0
211,Absorb Vis,{6}{B},7.0,Target player loses 4 life and you gain 4 life. Basic landcycling {1}{B} ({1}{B}  Discard this card: Search your library for a basic land card  reveal it  put it into your hand  then shuffle.),0.05,cn2,0
212,Scapegoat,{W},1.0,As an additional cost to cast this spell  sacrifice a creature. Return any number of target creatures you control to their owner's hand.,0.27,sth,1
213,Strongarm Tactics,{1}{B},2.0,Each player discards a card. Then each player who didn't discard a creature card this way loses 4 life.,0.27,ons,2
214,"Jiang Yanggu, Wildcrafter",{2}{G},3.0,"Each creature you control with a +1/+1 counter on it has ""{T}: Add one mana of any color."" −1: Put a +1/+1 counter on target creature.",0.26,war,1
215,Slayer's Plate,{3},3.0,Equipped creature gets +4/+2. Whenever equipped creature dies  if it was a Human  create a 1/1 white Spirit creature token with flying. Equip {3},0.15,soi,2
216,Treasure Hunt,{1}{U},2.0,Reveal cards from the top of your library until you reveal a nonland card  then put all cards revealed this way into your hand.,0.18,c18,0
217,Outbreak,{3}{B},4.0,You may discard a Swamp card rather than pay this spell's mana cost. Choose a creature type. All creatures of that type get -1/-1 until end of turn.,0.14,pcy,1
218,Endless Evil,{2}{U},3.0,Enchant creature you control At the beginning of your upkeep  create a token that's a copy of enchanted creature  except the token is 1/1. When enchanted creature dies  if that creature was a Horror  return This Card to its owner's hand.,0.84,clb,2
219,Peace and Quiet,{1}{W},2.0,Destroy two target enchantments.,0.21,ulg,1
220,Alter Reality,{1}{U},2.0,Change the text of target spell or permanent by replacing all instances of one color word with another. (This effect lasts indefinitely.) Flashback {1}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.),1.4,tor,2
221,Distract the Hydra,_,0.0,Each player may sacrifice a creature. Each player who sacrificed a creature this way chooses a Head and taps it. Each player who didn't sacrifice a creature loses 3 life.,0.25,tfth,0
222,Finest Hour,{2}{G}{W}{U},5.0,Exalted (Whenever a creature you control attacks alone  that creature gets +1/+1 until end of turn.) Whenever a creature you control attacks alone  if it's the first combat phase of the turn  untap that creature. After this phase  there is an additional combat phase.,0.77,c18,2
223,Afiya Grove,{1}{G},2.0,This Card enters the battlefield with three +1/+1 counters on it. At the beginning of your upkeep  move a +1/+1 counter from This Card onto target creature. When This Card has no +1/+1 counters on it  sacrifice it.,2.2,mir,2
224,Staggershock,{2}{R},3.0,This Card deals 2 damage to any target. Rebound (If you cast this spell from your hand  exile it as it resolves. At the beginning of your next upkeep  you may cast this card from exile without paying its mana cost.),0.06,2x2,1
225,Snow Day,{4}{U}{U},6.0,Tap up to two target creatures. Those creatures don't untap during their controller's next untap step. Draw two cards  then discard a card.,0.02,stx,1
226,Carom,{1}{W},2.0,The next 1 damage that would be dealt to target creature this turn is dealt to another target creature instead. Draw a card.,0.12,dis,0
227,Choke,{2}{G},3.0,Islands don't untap during their controllers' untap steps.,1.45,8ed,1
228,Festering Evil,{3}{B}{B},5.0,At the beginning of your upkeep  This Card deals 1 damage to each creature and each player. {B}{B}  Sacrifice This Card: It deals 3 damage to each creature and each player.,0.13,wth,1
229,Ambush,{3}{R},4.0,Blocking creatures gain first strike until end of turn.,0.14,hml,0
230,Pongify,{U},1.0,Destroy target creature. It can't be regenerated. Its controller creates a 3/3 green Ape creature token.,4.41,tsr,1
231,Justice,{2}{W}{W},4.0,At the beginning of your upkeep  sacrifice This Card unless you pay {W}{W}. Whenever a red creature or spell deals damage  This Card deals that much damage to that creature's or spell's controller.,0.14,5ed,1
232,Chart a Course,{1}{U},2.0,Draw two cards. Then discard a card unless you attacked this turn.,0.28,jmp,1
233,Diabolic Edict,{1}{B},2.0,Target player sacrifices a creature.,0.08,mh1,0
234,Witch's Clinic,_,0.0,{T}: Add {C}. {2}  {T}: Target commander gains lifelink until end of turn.,6.73,c21,2
235,Grotesque Mutation,{1}{B},2.0,Target creature gets +3/+1 and gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.),0.02,bbd,0
236,Blaze,{X}{R},1.0,This Card deals X damage to any target.,0.14,bbd,1
237,Sleight of Hand,{U},1.0,Look at the top two cards of your library. Put one of them into your hand and the other on the bottom of your library.,0.5,uma,1
238,Clear a Path,{R},1.0,Destroy target creature with defender.,0.01,m15,0
239,Fallow Earth,{2}{G},3.0,Put target land on top of its owner's library.,0.17,6ed,1
240,Darksteel Mutation,{1}{W},2.0,Enchant creature Enchanted creature is an Insect artifact creature with base power and toughness 0/1 and has indestructible  and it loses all other abilities  card types  and creature types.,2.07,voc,1
241,Deathrender,{4},4.0,Equipped creature gets +2/+2. Whenever equipped creature dies  you may put a creature card from your hand onto the battlefield and attach This Card to it. Equip {2},3.61,cns,2
